session_id,dataset_id,legacy_dataset_name,building,capture_date,raw_path,processed_path,oneformer_batch_id,quality_tier,label_status,split,published_dataset_version,checkpoint_usage,notes
session_2026-05-11_19-04-23,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-04-23/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-04-48,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-04-48/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-05-07,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-05-07/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-10-59,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-10-59/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-11-16,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-11-16/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-11-35,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-11-35/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-11-56,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-11-56/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-12-15,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-12-15/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-12-35,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-12-35/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-12-53,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-12-53/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-13-11,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-13-11/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-23-00,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-23-00/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-23-17,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-23-17/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
